text,sentiment
"This movie was so awful i don't even know where to begin...The only positive thing i can say about it is that Luke Perry gave a good performance. The entire movie was all over the place, there was no explanation as to the cause(only theories)of the eruptions, or rationals for their solutions or why it would work. It was ridiculous! All the characters and relationship between them was so cheesy, you just wanna laugh!! There was just no background to any of them. The ""love"" relationship seemed to have been added on to the script, it was so awkward. There's an army man; big black general with a permanent cigar in his mouth, with the ""AaarrrGH!i'm the Man!"" attitude, such a pathetic bad guy. The two sidekicks, who are supposed to be geniuses are acting like two 16 year old frat boys. And then to create some action they decide to drop a rock on somebody's shoulder and for the rest of the movie he's coughing as if he was dying of a pneumonia or something...and then plays hero (cheesiest scene of all!!) to help the plan which is to do who knows what... its never a good sign when you find yourself laughing out loud in the middle of THE dramatic scene...in a nutshell; don't waste your time!",neg
"Valentine ""Dogkiller"" Dussaut and Joe ""The Judge"" Kern join forces to clean up the mean streets of Geneva! Thrill as they put the kibosh on international heroin smugglers, Polish fugitives, peeping toms, philandering girlfriends, renegade dogs, and litterbugs who are too lazy to bin their recyclables. Don't be fooled by the deceptive Miramax ad campaign that paints it as a pretentious, art house flick. This movie is 100% action!",pos
"I saw this film on September 1st, 2005 in Indianapolis. I am one of the judges for the Heartland Film Festival that screens films for their Truly Moving Picture Award. A Truly Moving Picture ""...explores the human journey by artistically expressing hope and respect for the positive values of life."" Heartland gave that award to this film.<br /><br />This is a story of golf in the early part of the 20th century. At that time, it was the game of upper class and rich ""gentlemen"", and working people could only participate by being caddies at country clubs. With this backdrop, this based-on-a-true-story unfolds with a young, working class boy who takes on the golf establishment and the greatest golfer in the world, Harry Vardon.<br /><br />And the story is inspirational. Against all odds, Francis Ouimet (played by Shia LaBeouf of ""Holes"") gets to compete against the greatest golfers of the U.S. and Great Britain at the 1913 U.S. Open. Francis is ill-prepared, and has a child for a caddy. (The caddy is hilarious and motivational and steals every scene he appears in.) But despite these handicaps, Francis displays courage, spirit, heroism, and humility at this world class event.<br /><br />And, we learn a lot about the early years of golf; for example, the use of small wooden clubs, the layout of the short holes, the manual scoreboard, the golfers swinging with pipes in their mouths, the terrible conditions of the greens and fairways, and the play not being canceled even in torrential rain.<br /><br />This film has stunning cinematography and art direction and editing. And with no big movie stars, the story is somehow more believable.<br /><br />This adds to the inventory of great sports movies in the vein of ""Miracle"" and ""Remember the Titans.""<br /><br />FYI - There is a Truly Moving Pictures web site where there is a listing of past winners going back 70 years.",pos
"I am a Christian, and thought this movie was pretty good! :) While the acting wasn't Academy Award caliber, I thought it was good, considering the cast has had limited acting experience at the time this movie was made.<br /><br />The Gospel message and the transforming power of Jesus Christ was explained wonderfully. The message that the director was trying to get across (which is THE important thing, not how the characters dressed!) definitely got through. The theme of having the main characters involved in illegal drag racing was a good idea, too (cool muscle cars, btw). I think this movie will definitely reach out to a lot of young people.<br /><br />I would definitely recommend this movie, it is a great witnessing tool! :)",pos
"With looks that could kill, and a willingness to display her charms, Paget's sensuality leaves no doubt as to where her assets lay... <br /><br />She plays a sultry-innocent 13th-century princess who rouses her people to save Egypt from the ambitions of a powerful Beduin (Michael Rennie) and joins her forces with the son of the Caliph of Baghdad (Jeffrey Hunter) to save her trembling throne... She also finds time to fulfill a great deal of exotic dancing... Her luscious legs make her hard to forget!<br /><br />The emphasis is not on the plot, but on the visual pleasure of a great number of beautiful girls in sensual Technicolored costumes...",pos
"The title of this documentary is very misleading. At no time during the documentary do they show how the introduction of the Nile Perch fish into Lake Victoria has cause any of the problems facing the town of Mwanza, Tanzania. The film tries to place the problems of Tanzania on an environmental cause but the truth of that matter is the problems stem from a parasitic outside force. The documentary is very slowing paced with no narrative what so ever. Instead it relies on small blips of text between none related segments to display bits of information that do little to add or expand of the subject matter. There are only two attempts to discus the environmental effects of the Nile Perch fish. One is a small segment about 10 seconds long where they interview the factory managers where the fish is processed and he briefly mentions how 50 years ago the Nile Perch was introduced into the lake and it consumed the other fish species. The film maker makes no attempt to follow up on the matter or go deeper into it. The second attempt is when within this documentary they film the showing of another documentary that is discussing the environmental impact the Nile Perch has introduced, and again no real attempt is made to expand on just how devastating the problem has become. <br /><br />The subject matter that this documentary does delve into has nothing to do with the Perch fish itself and more to do with the problems facing most African countries. The film tries to link the introduction of the Perch fish with AIDS, Poverty and Pollution in Tanzania but never makes a direct connection. As any intelligent person well read with problems in Africa, the problems shown here are not unique to Tanzania but affect most of Africa and have nothing to do with the fish. It would have been great if the film makers would have shown how the local economy or life was before the fish was introduced and how it has been negatively impacted by the introduction of the fish but they don't. The fact of the matter is that many of the people they interview say that the fish has provided jobs and opportunity for many. Yes things are BAD within the town of Mwanza but they are far worst in other parts of the country and continent for that matter.<br /><br />A weak attempt by the documentary makers to link the fish to famine problems in Tanzania is quickly discredited by the documentary itself. First off Tanzania is a very large country and Lake Victoria is only a small portion of the country. Many of the individuals interview actually say that they can to Mwanza, the fishing town on the lake, to find a job and feed their families because things were so bad in other parts of the country. <br /><br />This documentary is very weak, has no narrative and makes no attempt to actually link anything they display to the Nile Perch. It plays on people's emotions by displaying images of the devastation of poverty, famine and AIDS making no attempt to show you how any of this is unique to the Lake Victoria region of Tanzania or directly related to the Perch Fish. The fact is most of the problems have more to do with War, Globalization and Christianity than and environmental effect of the Perch fish itself.",neg
"I saw ""The Reader"" at a film festival in Manhattan this week. It touched my heart in a way that few short films have done. In ten or so minutes, it tells a poignant two-character story that resonated deeply with me. Duncan Rogers has done a superb job capturing very real, tender moments on film. What I really admire about this film is that the director has chosen a story appropriate to the short format. These are genuinely interesting characters, and their story is told in the perfect length of time. This is no small feat. Haven't we all seen shorts that are simply longer stories squeezed to fit the format, or stage stories that weren't properly adapted to screen? I applaud ""The Reader"" for really doing it right, and I encourage anyone who is interested in film and in storytelling to look at it seriously. Worth every moment!",pos
"A bunch of full-length movies featuring the Muppets, created by Jim Henson & Co, have been made, but ""The Muppet Movie"" was the first one of them all, and the first in the original trilogy, which also features ""The Great Muppet Caper"" and ""The Muppets Take Manhattan"". It was released seven years before I was born, so I obviously didn't get to see it at the time (nor did I get to see its two successors when they were first released). However, I saw a lot of the Muppets during my childhood, mostly after Henson's premature death in 1990. I finally got around to seeing this movie for the first time around the mid-nineties, after hearing the soundtrack. Unsurprisingly, I liked it at the time, and revisiting it in recent years hasn't exactly been disappointing.<br /><br />One day, while Kermit the Frog sits in a swamp with his banjo after singing ""Rainbow Connection"", a Hollywood agent named Bernie comes by in a boat and urges him to pursue a career in Tinseltown. Kermit takes his advice and goes west. He soon meets Fozzie Bear, an unsuccessful stand-up comedian in a restaurant, and convinces him to come along. The frog is also noticed by Doc Hopper, the owner of a frog leg restaurant chain who wants Kermit to be his mascot. As a frog, Kermit is disgusted by this, so he refuses and leaves with Fozzie. On their road trip across the country, Kermit and Fozzie meet other Muppets who join them, including Miss Piggy (who soon becomes Kermit's love interest) and Gonzo. Unfortunately, as they all try to make their way to Hollywood, Doc Hopper, assisted by Max, is willing to do anything to force Kermit to become his restaurant chain's mascot, so Kermit finds himself in increasing danger! <br /><br />One thing many people praise this film for is the songs, and I can understand why. There is, of course, the Oscar-nominated ""Rainbow Connection"" at the beginning, and more good tunes follow, such as Kermit and Fozzie's catchy road song, ""Movin' Right Along"", and ""I'm Going to Go Back There Someday"", a poignant ballad sung by Gonzo. ""Never Before, Never Again"", the song Miss Piggy sings when she first sees Kermit, is the only one I would consider rather weak, and their romance seems awfully sudden. The Muppets in this movie are generally lovable, just like they are on TV, and some of them provide a lot of the humour, including Fozzie, making his first appearance in the film hopelessly trying to entertain people in a restaurant with his stand-up, and, well, if you're familiar with these famous Muppets, you should know what to expect from each of them. Some of the live actors who appear briefly in the film can also be funny, such as Dom DeLuise as Bernie the Agent and Steve Martin as the ""Insolent Waiter."" Also, it's not 100% comedy. There are serious parts of the film which they also did well.<br /><br />Watching this original Muppet movie again this year was my first time watching any of them since seeing ""Muppets from Space"" (one of the Muppet movies made after Henson's death, released in 1999) for the first time last year. I was very disappointed when I saw that film, which had never happened before when I watched any film or TV show featuring the popular puppet characters! Not only is that movie not very funny, I also think it's a tad too dark and cruel for the Muppets, as I stated in my review of it! However, I can't say I think the same of any of that movie's predecessors, including this one, released twenty years earlier. ""The Muppet Movie"" seems to be the most popular of the bunch, and since it has so much to like, not just for kids, that's understandable. I highly doubt there's much left to say about ""The Muppet Movie"" that hasn't been said at some point in the past thirty years, but today, it remains good family entertainment.",pos
"I'm sorry, but I cannot understand what people were smoking when they wrote how great they thought ""Ethan Mao"" was. I have seen better acting, character and plot development in pornos! WARNING: I am going to give away a key element to the ""plot"". After holding his family hostage overnight, Ethan lets his vile, evil, hated step-mom go to the bank - ALONE!!! - to retrieve the piece of his late mom's jewellery which he so desperately wants. Guess what? She calls the cops! Wow ... what a twist! I couldn't see that coming at all.<br /><br />The only good thing about this movie was that it was less than 90 minutes.<br /><br />Pure, unadulterated rubbish!",neg
"For a TV movie this was definately worth seeing. All the acting was very well done and the story itself had a touching universal theme. I have not read/seen the original and as a rule I can't stand Shakespeare, but I enjoyed this movie(the civil war setting was very well done as well). Dont expect to see an epic, however you should find it moving enough to enjoy. By the way (on a side note) don't compare this (or any other movie for that matter) to the original work. Movies aren't supposed to transfer a book to the screen, but rather take the general idea of it a then adapt a story from it. When people say ""the book was so much better"" (they're usually wrong anyway) what they are really trying to say is the book was so different.",pos
"Excellence seems to come rare in Hollwood today. Many consider just two out of the year's best picture nominees to display sense to the movie industry. And in 'Everything is Illuminated,' the mark is hit directly.<br /><br />The film initiates its brilliance with the beautiful setting-the-scene entry. From the beginning, you receive a sense of warmth and true family connections and relations between one and another. And also, the cast is introduced perfectly. For Elijah Wood's character, Jonathon, his sensibility is expressed through holding his dying grandmother's hand. And for the character entitled Alex, it is easy to see his life in his perspective - the true Ukrainian rock star. With the cast illuminated at first, the story slowly eases into our minds as Jonathon decides to venture to Ukraine to meet the woman believed to save his grandfather, thus the entire family. And from there, the story movies slowly, yet kept at a fast pace from the contrast of tear-dripping drama and laugh-out-loud humor included in scene-by-scene, every scene.<br /><br />Although the movie itself is rather awarding, there are several complaints from other sources commenting about Liev Schrieber's inaccurate adaptation of the Jonathon Safron Foer novel. Personally, I have never read the novel. But any movie, especially this movie in particular should not be graded on whether the storyboard of the film matches the storyline of the book, but rather how the major concepts from the novel were expressed and exploited through the film. Just because it may be far-fetched from the novel does not mean that this film is no longer a must-see - it still is.<br /><br />Throughout the film, new information inundates the audience's mind very slowly. Some of these thoughts are never answered; and in fact, the second half of the movie refocuses its entire topic and reason of travel through Ukraine onto something different, yet rather similar to the original intentions of this film. The film does however leave you on a satisfied note - yet to the weak-hearted souls, a tear may be dropped. And throughout the film. to the saneful people with common sense of humor may just have to laugh from Alex and John's fun and ongoing conversations.<br /><br />I would recommend this film to several different types of people: to those whom enjoy movies that share the genre drama-comedy, for those who have an interest in family connections, and to those whom have an interest in Holocaustic subjects. And to those insane people who find slapstick as hilarious comedy, this movie is not for you. And for you whom think that this is a seriously funny and absolutely ingeniously funny film, you are wrong; this film shares comedic moments and dramatic sequences. And to those whom judge a movie based on their likeliness with its corresponding novel, you may or may not enjoy this film, but this film should be taken for much more than whether or not it was close to the book.<br /><br />All in all, 'Everything is Illuminated' is an ingenious piece of work that will enlighten anyones' hearts.",pos
"Interesting concept that just doesn't make it. I watched the whole movie, but had to read IMDb comments to find out what Code 46 meant. If/when it was explained in the film, I must have been in a coma, or possibly brain-dead by then. I only watched it for Tim Robbins. The fact that I did not know any of the other actors should have been a tip-off. We all have to start somewhere, but this film should not be it. As to the 'anti empathy virus virus'-Holy Utility Belt, Batman! Where were The Joker, The Riddler, etc? Also, why are the women all so damned ugly? If I want to see less-than-plain stick-figures, I'll just walk down the street. The best part of the film was the car crash. It was totally believable, and not over-the-top like most movie crashes.",neg
"This movie should be retitled: Sex in the 70s In a Part of New York City called Greenwich Village and Chelsea.<br /><br />This movie does little to talk about sex in the 70s except focus on the hypersexual environments of public and private sex spaces in New York City. I doubt that the Manhole bar was symbolic of actual sex in the 70s and that kind of sex is much more prevalent in the film.<br /><br />Don't get me wrong, the time period looks like a blast. And it's rather important to document the scene to which the film refers. But as far as calling this film Sex in the 70s, the title is a bit misleading. Technically it's no Oscar Nominee, but the rawness of it feels appropriate for the subject.<br /><br />Overall, an ""eh.""",neg
"It's funny... one day before i have seen this movie i had been watching a documentary about Leni Riefenstahl, so comparison kind of came automatically... of course there isn't any :)<br /><br /> This movie is weak in every aspect... acting is not convincing (especially the one who plays Simona...) and unnatural..., editing in confused and always leaves a taste of unfinished shot, music doesn't fit, the story doesn't flow, it gets boring and the movie comes out much longer as it is... oh, and the characters aren't very well shown, you actually can't tell much about the girls (except what you see)... The movie also tries to shock with explicit cursing (which is very laughable :)<br /><br />So... 2/10",neg
"For those who still prefer films focusing on human relationships, 51 Birch Street is a must see.<br /><br />By training the spotlight on his own family, Block covers terrain that is off-limits for most filmmakers. He explores a common but often unspoken family dynamic and does so without resorting to hyperbole or sensationalism. In fact, the film is deceptively low key at the outset. <br /><br />In addition to providing a probing look at one family - and, by extension, every family - Block has also chronicled a very specific period in recent history. I don't know if this was intentional, but unavoidable due to archival content.<br /><br />Highly recommended.",pos
"I remember the trailer for this infamously weak spin-off of Conan. I saw the movie years later and laughed my head off. Unintentionally! Poor Briggite Nielson. Her career never had a chance thanks to Cobra and Red Sonja. The plot of the movie is this: Sonja(Brigitte Nielson) hails from a tribe of female warriors who were killed off by an evil queen Gedren(Sandahl Bergman). Queen Gedren steals the orb the female warriors were protecting and uses it to destroy each town she passes by. Sonja goes on a hunt for Queen Gedren and later finds out that Gedren killed her parents. On her quest she reluctantly joins Kalidor(Arnold Schwarzenegger), an arrogant prince named Tarn(Ernie Reyes Jr.) and his bumbling idiotic servant, Falkon(Paul L. Smith). Together they go on a hunt for Queen Gedren and the orb. The acting is sub par and the action scenes are soso. I mean Briggite Neilson looks so emotionally distant. For someone who lost her whole family as well as her female comrades, Sonja doesn't look fazed at all. Arnold is playing his usual stoic role and Ernie Reyes Jr.... what an annoying snot-nosed brat he was in this movie! The moronic manservant Falkon had more personality than these guys. The action scenes are the only redeeming moments of the movie even though sometimes they fall flat. The scene where they fight the mechanical sea creature made me laugh till my ribs ached. The dialog is a hoot also. Its as if the screenwriter thought that nobody was going to take the movie seriously so he gave everybody stupid lines to work with. I can only recommend this movie to you if you like your epic movies extra campy. Anyone else don't bother.",neg
"Am I the only person who believes this American version is far better than the 1934 English film? The English version has no suspense, looks antique and very low budget, and has unexceptional acting (except for Peter Lorre). The 1956 version, besides having top production values, shows James Stewart as the perfect 'innocent' American abroad, and gives Doris Day her best role ever. Of particular note is the music - the music of the American film is almost classic; compare the ""Albert Hall' sequences of both, and you will agree that the Bernard Herrmann music is far more exciting than the original version (even though it's basically the same music!). The only flaw in the 1956 film is the ridiculous encounter in the taxidermy shop. I would appreciate any argument that can prove to me that the English version is better.",pos
"This is a hard show to watch. It's not something to sit back and relax to. It kept me on the edge of my seat for several seasons. People get screwed over, raped, tortured and die like flies. There are male organs everywhere, there is excrement, puke and blood. Oz is a brave show. It brings up issues like racism, homosexuality, prisoners reality and most of all; -capital punishment. It is, in my opinion also successful in doing so, unlike for example, the single-tracked ""Medium"".<br /><br />It bored me sometimes. It had some weird story lines and they spent to much time on characters that just didn't interest me. Strangely enough, I found season 1 to be quite boring. If I had watched it while it aired I think I wouldn't have continued to watch it. I love seasons 2 - 4. Season 5 and 6 are watchable, (although I think it shouldn't be allowed to utter the words ""Cyril"" and ""Death Row"" in the same sentence)<br /><br />There are so many marvelous characters to root for. The old guys Bob and Busmalis, who I absolutely fell in love with from day one. Said, Adebesi, Pancamo and Schillinger, four very strong and charismatic leaders in their own way. Augustus Hill, who's monologues tied the episodes together so efficient. The staff with people like Sister Pete and Ray Mukada-also brilliant. Also minor characters that was only in for a couple of episodes or a few seasons, but left a good impression as well.<br /><br />My favorites are the O'Reily brothers. Their relationship was the most gut-wrenching and warmest I seen on television. If there is anything I will always remember about this show it's them. There will never be another ""pairing"" or what to call it, that will make me ache so much. Thats why, when the ends come for them as well, it almost hurt to much. I wish it would never have happened. I wish I had never watched it.<br /><br />But good one Fontana. I do recommend it.",pos
"At last. Here's a movie that does as much for the reputations of the men of Greece and Russia as ""Gigli"" did for the those of Mr. Affleck and Ms. Lo. FROM THE EDGE OF THE CITY details the sad and sordid lives of some young Russian émigrés who live in and around Athens and spend their time burglarizing cars, getting laid, pimping woman émigrés and prostituting themselves (""But we're not gay because we don't do, you know.... And if we do, it's only once or twice. With the same guy."") There is hardly anything here you have not seen before and better; only the Athens locale adds a little novelty--even then there's but a scene or two that's scenic. Writer/director Constantine Giannaris (""3 Steps to Heaven"") offer a relatively generic 95 minutes, in which the standout moments involve how stupid, sexist and (from the looks of things) pretty much irredeemable most of these guys are. (Interestingly, the gayer the guy, the more redeemable he appears.) What really rankles is the treatment of the women. Greek and Russian males would seem to give the Italians a run for their money regarding that famous madonna/whore complex. Has life in Greece improved much for women since the time of Plato and Socrates? One has to wonder.<br /><br />If I seem to be equating Russians and Greeks in this review, I apologize, but even the non-émigrés pictured here (the cab driver, for instance) are creeps. According to another review on this site, the film (a hit on its home turf) was actually submitted by Greece for an Academy Award for Best Foreign Film. What this says about the state of Greek movie-making, I hesitate to ponder.",neg
"<br /><br />**********SPOILER ALERT***************<br /><br />If you happen to like JURASSIC PARK 1, 2, or 3:<br /><br />If you happen to appreciate really bad movies for their sheer entertainment value if not for their quality (case in point-John Carpenter's DARK STAR-highly recommended)<br /><br />If you happen to like movies about dinosaurs in general-<br /><br />THEN STAY AWAY FROM THIS CINEMATIC CRAPSTERPIECE!<br /><br />The shameless use of stock footage from CARNOSAUR 1 & 2 make up most of this miserable attempt at a dino/slasher flick- Take the scene, for instance, where the security guard meets his doom at the jaws of the Alpha T-Rex. For some reason, he drops about 50 pounds and appears 10 years younger. Why is that? Simply because this scene was lifted directly from CARNOSAUR, which was a crummy flick to begin with.<br /><br />The ending was a carbon copy of CARNOSAUR 2, for those unfortunate enough to have sat through that straight-to-video loser. Again, we see Mr. Rex do battle against a bulldozer-which alternates as a forklift truck-through the miracle of -ta-daa!- stock footage from the aforementioned CARNOSAUR 1 & 2. Of course, the ending is exactly the same-the beast falls to his death just as the complex goes up in flames.<br /><br />A real insult to anyone's intelligence.<br /><br />But it's still better than watching the ROSIE O' DONNEL SHOW.<br /><br />Rating: 1/2* out of *****<br /><br />",neg
"if i had watched this movie when i hit rock bottom i probably would have sunk into the deepest depression of my life, and may have been nearly desperate enough to try it, the only thing is in the real world, when you rob millions of dollars from unsuspecting individuals, everything doesn't come up roses (unless you are an investment banker or government affiliated) so how does that matter? i had been rejected from school after school, and it stings, so it is a brilliant topic for a movie, and when you give yourself over to the imaginary to let yourself watch this movie without applying real world ramifications, it can truly touch someone in that situation, and let them know they are not alone. overdone soliloquy completely tears apart the established educational system as we know it. really, all i can say is that as i am in college now, looking back on where i was, and watching this movie, i can truly appreciate it in a way i never would have been able to otherwise. it is juvenile and contrite yes, but it is an emotional and uplifting fantasy about freedom, and i cant think of a better way to end my night.",pos
"The way i found out about this movie was when i watched American pie 2, at the start it had a trailer for Ali G indahouse, i watched the trailer and it just forced me to buy the DVD, it looked incredibly funny! so the next day, i went to my local store and picked it up for £3.99 (Bargain!). The film is about Ali G, who is a ""gangster"" of the west staines massive crew, who's rivals are the east staines massive crew. Ali has a ""Cub Scout"" pack of children where he teaches them how to survive in the ""ghetto"" by teaching them how to swear and steal cars, after Ali finds out the government are stopping the money coming to the leisure centre where Ali teaches the kids, he runs for MP for staines and overthrows another MP in his attempts to get rid of the leisure centre to make room for an airport in staines. Throughout the film there are laughs aplenty as Ali gets up to some crazy stuff! Borat makes an appearance for a few seconds in the film too, this is a definite must watch film for all you Sacha Baron Cohen fans out there!",pos
"One of the more interesting films I've seen. Lord Montague is<br /><br />black, Lord Capulet is in charge of the porn industry that was<br /><br />handed down to him by Montague, not to mention the dismemberment of fingers, the squishing of heads, etc. etc. <br /><br />Another Troma hit, this beats the Toxic Avenger. This is by far my<br /><br />favorite Troma flick... And there's a priest who fights like Bruce Lee. Nothing can beat<br /><br />that. -Joefro",pos
"The film is somewhat entertaining, but the greatest feature is Shalom Harlow's laughable performance. It has been 4 years since this movie was released and hopefully Harlow has gone through more training. Perhaps she should stick to the more worldly, somewhat corruptive characters that she has generated in other performances.",neg
